item,counts,Rec1,Rec2,Rec3,Rec4,Rec5,Rec6,Rec7,Rec8,Rec9,Rec10,Rec11,Rec12,Rec13,Rec14,Rec15,Rec16,Send_1~5,Send_6~9,Send_10,Send_11~16
건강식품,3,5,0,1,3,0,0,0,4,7,3,0,6,9,4,0,0,12,6,6,11
기타디지털/가전,6,5,0,1,3,0,0,0,8,1,7,0,7,9,3,0,0,16,2,1,10
농산물,4,4,5,1,1,1,0,0,0,7,5,0,6,9,1,0,0,9,8,4,12
농산물,3,4,7,1,1,1,0,0,2,4,2,0,0,3,4,0,0,9,9,9,19
농산물,3,4,1,5,9,0,0,0,2,5,6,0,5,3,1,0,0,7,7,8,18
농산물,3,4,1,2,7,1,0,0,0,4,7,0,9,1,1,0,0,9,10,8,10
농산물,3,4,1,1,1,3,0,0,0,1,3,0,5,3,1,0,0,9,10,1,12
농산물,4,2,6,3,5,0,0,0,0,5,9,0,1,7,2,0,0,7,7,7,20
농산물,3,4,1,1,7,3,0,0,0,1,3,0,2,0,1,0,0,9,7,0,14
농산물,4,2,8,2,0,0,0,0,0,4,8,0,2,2,1,0,0,7,7,8,18
수산,7,4,5,1,4,0,0,0,3,9,9,0,3,8,4,0,0,7,7,8,16
농산물,3,2,8,2,3,7,0,0,0,2,0,0,2,2,2,0,0,9,7,0,14
의료용품,5,5,0,1,1,0,0,0,4,8,6,0,4,1,3,0,0,14,2,6,9
기타패션의류,3,2,6,5,3,0,0,0,0,1,6,0,6,9,4,0,0,7,4,8,9
문화컨텐츠,3,5,0,1,1,0,0,0,3,1,4,0,9,0,2,0,0,17,15,9,11
기타디지털/가전,3,5,0,1,1,0,0,0,2,6,3,0,7,9,1,0,0,10,0,9,11
농산물,3,4,7,1,7,0,0,0,8,2,7,0,7,4,3,0,0,7,7,8,18
농산물,4,4,1,5,9,0,0,0,3,8,5,0,9,5,1,0,0,7,7,8,18
농산물,5,4,8,2,5,0,0,0,3,6,2,0,5,4,4,0,0,9,13,5,4
기타패션의류,9,4,1,1,7,3,0,0,0,1,9,0,0,4,1,0,0,7,7,8,18
양말/스타킹,3,5,0,1,1,0,0,0,1,7,2,0,2,3,3,0,0,7,8,4,9
농산물,3,2,8,1,7,0,0,0,0,1,0,0,3,3,2,0,0,7,7,8,18
농산물,10,4,7,1,1,1,0,0,1,1,1,0,1,6,4,0,0,9,14,7,10
기저귀/물티슈,3,5,0,1,3,0,0,0,6,3,5,0,0,5,3,0,0,15,7,7,14
농산물,3,4,1,1,9,5,0,0,0,0,6,0,2,3,1,0,0,9,10,1,10
농산물,3,4,1,2,7,3,0,0,0,2,5,0,4,4,4,0,0,9,10,7,12
수산,6,2,7,2,3,0,0,0,0,3,0,0,6,7,2,0,0,7,10,4,13
농산물,3,4,1,2,8,7,0,0,0,0,7,0,9,4,4,0,0,9,14,1,14
농산물,3,1,1,5,0,0,0,0,0,1,5,0,6,8,3,0,0,9,13,5,19
농산물,3,4,1,2,1,0,0,0,0,1,0,0,4,4,3,0,0,9,10,1,12
수산,5,4,1,2,8,5,0,0,0,2,4,0,9,0,1,0,0,7,7,8,16
농산물,4,1,1,5,6,0,0,0,0,0,8,0,6,6,2,0,0,7,4,4,9
농산물,3,1,1,5,0,0,0,0,0,1,6,0,2,1,3,0,0,7,13,7,12
농산물,3,4,1,2,5,0,0,0,0,6,5,0,6,4,2,0,0,7,3,3,10
농산물,3,4,1,4,8,0,0,0,6,5,4,0,3,5,3,0,0,7,4,7,4
농산물,3,5,0,1,1,0,0,0,8,1,0,0,9,7,2,0,0,7,10,3,14
농산물,3,4,1,2,8,5,0,0,0,3,2,0,0,3,3,0,0,9,14,6,6
기타디지털/가전,4,5,0,1,1,0,0,0,4,2,9,0,2,1,1,0,0,10,0,9,11
농산물,5,1,1,1,4,0,0,0,0,0,1,0,6,0,4,0,0,7,3,4,6
헤어케어,3,5,0,1,1,0,0,0,3,7,3,0,4,7,3,0,0,7,2,9,10
농산물,3,4,8,1,2,1,0,0,0,8,9,0,4,4,2,0,0,7,7,8,18
농산물,4,4,1,4,6,5,0,0,0,2,7,0,7,9,3,0,0,9,8,0,11
농산물,3,4,7,1,7,0,0,0,7,2,5,0,9,0,2,0,0,7,4,5,17
농산물,5,4,5,1,8,0,0,0,4,0,4,0,3,9,1,0,0,7,4,3,10
농산물,3,4,1,3,9,0,0,0,1,0,2,0,3,2,1,0,0,9,10,1,12
농산물,3,2,8,1,7,0,0,0,0,0,9,0,0,4,4,0,0,9,14,7,10
농산물,4,4,8,1,2,9,0,0,0,1,5,0,9,2,2,0,0,9,13,4,11
농산물,3,4,5,1,1,3,0,0,0,4,8,0,5,0,2,0,0,7,6,4,5
문화컨텐츠,3,5,0,1,1,0,0,0,3,1,7,0,9,1,3,0,0,13,7,6,9
농산물,3,1,1,6,2,0,0,0,0,1,0,0,2,0,2,0,0,9,7,0,14
농산물,3,4,1,5,5,0,0,0,3,5,6,0,5,9,4,0,0,9,10,1,12
농산물,25,4,8,2,7,0,0,0,4,3,3,0,4,3,3,0,0,7,13,7,2
반려동물,3,5,0,1,3,0,0,0,5,7,9,0,5,0,3,0,0,14,3,6,12
농산물,3,4,1,4,6,5,0,0,0,3,7,0,1,9,1,0,0,9,7,0,14
농산물,3,2,6,3,2,0,0,0,0,3,2,0,9,7,4,0,0,9,15,1,13
농산물,5,4,7,2,9,0,0,0,2,5,2,0,0,1,4,0,0,7,3,8,10
기타패션의류,14,4,1,2,7,3,0,0,0,6,5,0,7,3,1,0,0,7,4,8,9
농산물,3,2,6,1,7,0,0,0,0,0,7,0,4,9,4,0,0,7,7,7,20
농산물,4,4,1,1,3,5,0,0,0,0,3,0,0,9,1,0,0,9,13,4,11
농산물,3,1,1,7,1,0,0,0,0,3,0,0,6,9,3,0,0,9,8,9,20
농산물,3,4,1,1,1,7,0,0,0,1,7,0,9,9,4,0,0,9,10,1,12
농산물,3,4,2,7,2,0,0,0,8,1,4,0,5,1,4,0,0,9,10,4,17
주방용품,4,5,0,1,1,0,0,0,2,1,4,0,2,8,3,0,0,16,9,4,8
농산물,3,4,1,6,7,0,0,0,2,9,9,0,8,6,4,0,0,7,7,8,18
농산물,3,4,1,5,7,0,0,0,2,4,4,0,2,3,3,0,0,7,7,8,18
주방용품,3,5,0,1,1,0,0,0,3,1,8,0,6,5,3,0,0,18,5,3,12
농산물,3,1,1,7,1,0,0,0,0,0,6,0,7,9,2,0,0,7,7,8,18
농산물,4,4,5,1,3,0,0,0,1,5,1,0,9,5,1,0,0,9,14,7,10
아우터,3,5,0,1,1,0,0,0,3,1,3,0,9,6,3,0,0,10,7,3,11
농산물,5,4,1,5,9,0,0,0,2,0,7,0,3,1,3,0,0,9,15,5,11
주방용품,3,5,0,1,1,0,0,0,3,3,1,0,5,6,1,0,0,12,4,1,5
가공식품,4,5,0,1,1,0,0,0,1,7,3,0,4,6,3,0,0,17,9,8,12
농산물,4,3,6,1,1,0,0,0,2,9,7,0,2,9,4,0,0,9,11,0,10
농산물,3,4,1,5,9,0,0,0,3,0,3,0,7,8,3,0,0,7,7,8,18
문구/사무용품,3,5,0,1,1,0,0,0,4,7,9,0,5,5,1,0,0,10,11,9,11
농산물,5,4,1,5,7,0,0,0,2,4,7,0,4,3,3,0,0,7,10,9,12
농산물,3,4,4,1,3,1,0,0,1,0,0,0,9,3,2,0,0,9,13,5,19
농산물,7,4,8,1,2,5,0,0,0,2,0,0,1,7,4,0,0,7,7,8,18
수산,3,2,6,2,6,0,0,0,0,1,4,0,9,8,1,0,0,7,4,6,9
PC,16,5,0,1,1,0,0,0,3,7,4,0,2,9,4,0,0,10,1,7,11
농산물,3,4,5,2,1,0,0,0,4,7,8,0,8,3,3,0,0,7,9,2,9
농산물,3,4,2,1,3,0,0,0,3,8,0,0,2,0,1,0,0,9,4,3,10
농산물,4,4,4,8,0,0,0,0,0,1,8,0,3,4,3,0,0,7,6,4,17
수산,4,2,8,2,3,7,0,0,0,2,0,0,6,8,2,0,0,7,4,6,9
생활용품,4,5,0,1,1,0,0,0,2,6,6,0,1,1,4,0,0,14,6,8,12
농산물,4,2,6,4,7,0,0,0,0,0,3,0,8,1,2,0,0,7,7,8,18
신발,3,5,0,1,3,0,0,0,6,3,4,0,5,5,2,0,0,12,6,9,11
농산물,3,4,1,3,6,0,0,0,2,9,2,0,3,8,2,0,0,9,7,6,13
농산물,4,1,1,1,7,0,0,0,0,2,4,0,9,4,2,0,0,9,7,0,14
농산물,3,4,6,1,3,0,0,0,3,3,4,0,9,7,1,0,0,9,7,0,14
건강식품,4,5,0,1,1,0,0,0,2,6,5,0,5,5,4,0,0,10,6,1,11
농산물,7,4,1,4,8,0,0,0,6,0,7,0,2,6,1,0,0,9,14,5,16
농산물,3,2,6,3,8,0,0,0,0,2,1,0,5,9,4,0,0,7,4,7,4
기타식품,3,5,0,1,3,0,0,0,8,6,1,0,6,5,2,0,0,12,1,2,17
농산물,3,4,1,1,1,3,0,0,0,2,8,0,6,3,1,0,0,9,7,0,14
농산물,3,1,1,2,0,0,0,0,0,0,5,0,9,5,1,0,0,9,10,2,12
농산물,3,4,1,2,7,1,0,0,0,3,7,0,8,2,1,0,0,7,4,7,4
의료용품,3,5,0,1,1,0,0,0,3,7,3,0,3,3,1,0,0,13,2,9,17
건강식품,4,5,0,1,1,0,0,0,1,7,3,0,1,9,2,0,0,15,7,2,17
취미용품,18,5,0,1,1,0,0,0,3,7,8,0,1,7,3,0,0,17,8,2,14
음료,4,5,0,1,1,0,0,0,8,9,3,0,6,8,4,0,0,19,10,7,17
기타식품,5,4,3,1,1,3,0,0,0,6,2,0,1,3,3,0,0,7,10,4,9
농산물,3,4,1,2,8,7,0,0,0,3,6,0,4,3,3,0,0,9,9,2,14
농산물,3,4,6,1,5,0,0,0,5,9,9,0,7,2,3,0,0,7,4,7,4
농산물,3,4,3,1,1,1,0,0,0,4,6,0,4,9,1,0,0,9,8,2,13
농산물,4,1,1,1,4,0,0,0,0,0,2,0,6,6,2,0,0,9,10,2,9
농산물,5,4,1,5,9,0,0,0,2,0,7,0,7,2,2,0,0,7,7,8,18
농산물,3,3,0,1,7,0,0,0,0,2,7,0,8,5,3,0,0,7,3,6,16
농산물,3,2,7,2,6,0,0,0,0,3,6,0,0,1,4,0,0,9,10,1,12
음료,4,5,0,1,1,0,0,0,3,1,7,0,8,2,4,0,0,17,9,3,9
농산물,3,4,8,2,4,0,0,0,4,5,3,0,4,6,4,0,0,7,4,7,4
농산물,3,4,1,3,6,0,0,0,2,5,8,0,9,8,1,0,0,9,14,5,16
농산물,3,4,1,1,7,3,0,0,0,2,0,0,7,1,1,0,0,9,13,5,19
농산물,3,2,6,2,0,0,0,0,0,1,2,0,5,7,2,0,0,7,7,8,18
농산물,4,1,1,3,2,0,0,0,0,1,3,0,9,8,1,0,0,9,10,0,10
문화컨텐츠,3,5,0,1,1,0,0,0,3,6,7,0,7,3,1,0,0,17,15,0,9
농산물,4,4,1,1,1,7,0,0,0,2,3,0,8,6,4,0,0,7,7,8,18
농산물,3,4,2,1,7,0,0,0,0,5,6,0,4,7,3,0,0,9,10,1,12
농산물,27,4,1,6,7,0,0,0,2,6,3,0,5,1,1,0,0,9,12,5,15
문화컨텐츠,5,5,0,1,1,0,0,0,3,7,9,0,8,3,4,0,0,13,1,4,16
농산물,4,4,1,2,8,7,0,0,0,2,9,0,1,0,3,0,0,7,4,7,4
농산물,3,4,8,2,5,0,0,0,3,3,7,0,2,6,1,0,0,9,11,0,10
농산물,3,2,6,3,5,0,0,0,0,2,6,0,3,5,1,0,0,9,10,1,12
농산물,3,4,1,2,8,7,0,0,0,2,0,0,8,1,3,0,0,9,10,1,12
음료,6,5,0,1,3,0,0,0,9,3,0,0,3,9,4,0,0,19,6,9,16
농산물,3,1,1,1,7,0,0,0,0,2,0,0,0,9,4,0,0,9,7,0,14
계절가전,6,5,0,1,3,0,0,0,6,3,4,0,6,0,3,0,0,17,7,1,11
농산물,3,3,1,2,0,0,0,0,0,4,4,0,4,5,4,0,0,7,7,8,18
음반,3,4,1,2,7,3,0,0,0,4,2,0,0,4,2,0,0,7,14,5,11
농산물,4,4,1,5,9,0,0,0,6,6,5,0,0,7,1,0,0,9,15,9,9
농산물,5,1,1,4,4,0,0,0,0,0,2,0,1,1,4,0,0,7,7,8,18
가공식품,5,1,1,4,1,0,0,0,0,1,7,0,5,7,1,0,0,7,4,5,10
음료,4,5,0,1,1,0,0,0,3,7,9,0,4,3,1,0,0,12,8,4,7
주방용품,4,5,0,1,1,0,0,0,3,1,3,0,9,1,4,0,0,14,6,0,11
농산물,4,2,6,2,6,0,0,0,0,1,0,0,4,6,2,0,0,9,8,4,9
농산물,3,2,6,3,5,0,0,0,0,3,4,0,7,7,1,0,0,7,4,7,4
농산물,3,2,7,1,7,0,0,0,0,1,5,0,2,6,4,0,0,7,6,4,17
농산물,10,4,4,1,8,0,0,0,3,6,6,0,5,5,3,0,0,9,15,1,12
농산물,3,1,1,3,5,0,0,0,0,2,4,0,4,6,1,0,0,7,7,8,18
건강용품,4,5,0,1,1,0,0,0,3,6,5,0,0,1,4,0,0,16,5,8,2
농산물,3,3,1,1,4,0,0,0,0,0,8,0,5,4,3,0,0,7,14,5,14
다이어트식품,7,5,0,1,1,0,0,0,1,1,0,0,3,2,4,0,0,10,10,6,10
농산물,3,1,1,5,3,0,0,0,0,0,5,0,7,5,3,0,0,7,3,7,4
농산물,10,2,7,2,9,0,0,0,0,2,8,0,8,6,3,0,0,7,8,6,4
농산물,5,4,1,2,5,0,0,0,0,3,6,0,0,8,2,0,0,7,4,7,4
농산물,3,4,5,1,3,0,0,0,1,9,0,0,3,9,4,0,0,7,9,2,9
농산물,4,4,1,2,8,1,0,0,1,3,6,0,5,9,4,0,0,9,7,0,14
농산물,3,4,6,1,3,0,0,0,3,2,3,0,0,4,4,0,0,7,4,7,4
농산물,3,1,1,3,5,0,0,0,0,1,6,0,0,3,2,0,0,9,7,0,14
주방용품,3,5,0,1,1,0,0,0,2,1,4,0,4,2,2,0,0,12,7,5,11
농산물,3,4,8,2,5,0,0,0,3,3,4,0,9,6,4,0,0,9,10,1,20
농산물,3,4,5,1,1,3,0,0,0,4,9,0,5,8,3,0,0,7,6,4,14
농산물,3,4,1,5,9,0,0,0,4,2,7,0,5,4,3,0,0,9,13,4,11
기타화장품/미용,6,5,0,1,1,0,0,0,3,1,4,0,7,4,2,0,0,16,0,1,7
수산,3,4,3,7,5,0,0,0,2,3,3,0,2,0,4,0,0,7,4,6,9
농산물,5,4,2,8,3,0,0,0,1,5,8,0,0,9,2,0,0,7,10,3,14
농산물,5,4,4,8,2,5,0,0,7,7,7,0,2,7,4,0,0,7,7,8,18
농산물,3,1,1,1,7,0,0,0,0,1,0,0,1,1,4,0,0,7,7,8,18
농산물,3,1,1,5,4,5,0,0,0,0,6,0,7,2,2,0,0,7,11,4,7
농산물,3,4,1,5,9,0,0,0,3,8,5,0,7,1,4,0,0,7,3,3,10
건강식품,4,5,0,1,1,0,0,0,3,7,9,0,4,9,4,0,0,10,6,1,11
서재/사무용가구,3,5,0,1,1,0,0,0,2,1,5,0,3,0,2,0,0,19,7,4,3
생활용품,5,5,0,1,3,0,0,0,8,4,2,0,3,2,3,0,0,13,1,8,18
농산물,4,1,1,7,4,0,0,0,0,1,1,0,2,6,3,0,0,9,7,0,14
농산물,3,1,1,2,3,0,0,0,0,0,7,0,0,1,1,0,0,7,14,5,14
반려동물,4,5,0,1,1,0,0,0,2,6,3,0,3,5,3,0,0,16,1,1,9
농산물,3,1,1,7,1,0,0,0,0,2,7,0,3,5,3,0,0,7,14,5,14
농산물,3,3,1,1,7,0,0,0,0,1,6,0,7,5,4,0,0,9,10,1,12
상의,3,5,0,1,1,0,0,0,2,6,5,0,0,6,4,0,0,13,2,2,13
농산물,4,4,1,1,3,5,0,0,0,1,7,0,2,1,3,0,0,7,7,8,18
농산물,3,2,7,2,9,0,0,0,0,4,5,0,0,1,4,0,0,9,10,0,4
농산물,3,4,1,3,7,0,0,0,0,4,3,0,2,8,2,0,0,7,3,3,10
농산물,5,4,8,8,6,0,0,0,2,1,6,0,7,4,1,0,0,9,17,7,17
농산물,4,4,7,1,5,0,0,0,2,4,2,0,4,8,3,0,0,9,13,5,19
냉동/간편조리식품,3,5,0,1,3,0,0,0,8,6,1,0,1,1,4,0,0,19,6,9,16
기타식품,5,1,1,6,5,0,0,0,0,0,3,0,4,8,1,0,0,7,4,0,13
문화컨텐츠,9,5,0,1,3,0,0,0,0,4,6,0,4,2,2,0,0,17,15,0,9
수산,3,5,0,1,1,0,0,0,3,1,7,0,9,5,4,0,0,17,9,8,16
농산물,3,4,1,6,1,0,0,0,1,8,4,0,4,5,4,0,0,9,13,5,19
농산물,6,3,1,1,7,0,0,0,0,5,4,0,2,2,3,0,0,7,4,0,7
문화컨텐츠,3,5,0,1,1,0,0,0,3,1,3,0,9,4,1,0,0,10,3,4,11
문화컨텐츠,3,5,0,1,1,0,0,0,2,6,3,0,6,0,4,0,0,17,15,0,9
공구,3,5,0,1,1,0,0,0,2,6,4,0,3,7,3,0,0,22,8,4,10
농산물,3,4,1,2,1,0,0,0,0,4,0,0,5,2,1,0,0,7,7,8,18
농산물,3,1,1,6,8,0,0,0,0,0,9,0,3,2,3,0,0,7,4,7,4
농산물,3,2,7,2,9,0,0,0,0,3,3,0,4,8,1,0,0,9,14,8,12
농산물,3,1,1,2,6,0,0,0,0,1,0,0,6,0,4,0,0,9,7,0,14
농산물,3,3,0,2,0,0,0,0,1,0,0,0,1,9,3,0,0,9,10,4,13
농산물,3,3,6,1,1,0,0,0,3,1,8,0,5,3,2,0,0,7,14,5,14
기타디지털/가전,3,5,0,1,1,0,0,0,3,7,3,0,2,7,2,0,0,10,0,9,11
음료,3,4,3,1,1,1,0,0,0,3,4,0,0,8,4,0,0,7,10,4,9
신발,3,5,0,1,1,0,0,0,2,6,6,0,4,8,1,0,0,14,3,0,5
농산물,3,4,1,2,2,0,0,0,2,3,3,0,7,5,3,0,0,9,4,5,3
농산물,5,4,8,1,2,9,0,0,0,1,9,0,5,2,4,0,0,9,15,9,9
기타디지털/가전,3,5,0,1,1,0,0,0,3,5,3,0,4,1,4,0,0,5,2,2,8
농산물,4,2,9,1,7,0,0,0,0,4,1,0,5,1,2,0,0,9,7,0,14
농산물,3,4,1,4,6,5,0,0,0,2,6,0,1,3,2,0,0,9,4,5,13
농산물,3,4,2,1,1,0,0,0,6,4,8,0,7,7,3,0,0,7,4,7,4
농산물,3,2,8,2,3,7,0,0,0,1,4,0,0,9,4,0,0,7,4,7,4
가공식품,4,5,0,1,1,0,0,0,3,1,8,0,4,4,1,0,0,7,10,3,14
농산물,5,4,8,1,7,0,0,0,4,5,2,0,6,1,4,0,0,9,10,1,12
다이어트식품,6,5,0,1,1,0,0,0,2,6,2,0,0,2,4,0,0,10,11,9,11
기타식품,4,5,0,1,1,0,0,0,1,6,7,0,9,8,4,0,0,15,4,8,10
농산물,3,4,7,1,3,0,0,0,1,4,9,0,7,5,3,0,0,7,7,8,18
농산물,14,4,4,2,0,0,0,0,2,5,0,0,3,9,3,0,0,9,12,9,15
헤어스타일링,10,5,0,1,1,0,0,0,4,8,2,0,3,7,4,0,0,10,1,5,14
음료,3,1,1,4,4,0,0,0,0,2,4,0,1,4,1,0,0,7,10,5,2
농산물,3,3,1,7,1,0,0,0,3,5,6,0,5,7,4,0,0,7,7,8,18
스킨케어,5,5,0,1,1,0,0,0,4,2,9,0,1,7,3,0,0,10,3,1,4
음료,3,4,1,4,8,0,0,0,3,5,8,0,0,8,4,0,0,7,12,6,9
농산물,4,1,1,3,2,0,0,0,0,1,5,0,8,6,1,0,0,9,11,2,7
농산물,4,4,7,9,2,0,0,0,7,9,2,0,7,1,4,0,0,9,7,6,13
상의,5,5,0,1,3,0,0,0,8,1,7,0,8,9,3,0,0,17,6,5,11
농산물,4,4,1,3,6,0,0,0,3,1,7,0,4,0,4,0,0,7,7,8,18
농산물,4,2,9,1,7,0,0,0,0,6,0,0,8,1,4,0,0,7,11,4,7
농산물,3,2,8,1,8,5,0,0,0,0,9,0,5,2,2,0,0,9,7,0,10
농산물,3,4,1,5,9,0,0,0,6,6,6,0,4,3,1,0,0,9,15,9,9
농산물,5,4,1,1,3,5,0,0,0,5,6,0,7,2,4,0,0,9,7,0,14
생활용품,5,5,0,1,3,0,0,0,6,1,1,0,7,0,3,0,0,14,8,8,12
농산물,4,3,6,1,1,0,0,0,3,7,6,0,1,9,3,0,0,7,7,8,18
농산물,13,4,4,2,0,0,0,0,3,5,4,0,3,7,4,0,0,9,14,7,4
농산물,3,4,4,8,0,0,0,0,0,1,8,0,9,2,3,0,0,9,12,9,15
농산물,3,2,8,2,0,0,0,0,0,4,9,0,0,3,3,0,0,7,7,8,18
주방용품,84,5,0,1,1,0,0,0,2,1,4,0,5,3,4,0,0,24,0,9,10
농산물,3,4,7,2,5,0,0,0,6,7,7,0,9,7,1,0,0,9,13,8,8
주방가구,4,5,0,1,1,0,0,0,5,4,4,0,2,2,4,0,0,16,5,6,11
농산물,3,4,6,1,5,0,0,0,7,1,7,0,6,6,2,0,0,7,9,2,18
건강용품,7,5,0,1,1,0,0,0,3,7,3,0,6,6,4,0,0,16,4,6,2
주방용품,11,5,0,1,3,0,0,0,8,6,6,0,4,8,1,0,0,14,6,0,11
이미용가전,3,5,0,1,3,0,0,0,4,7,4,0,4,1,4,0,0,10,1,7,9
기타식품,5,5,0,1,3,0,0,0,8,5,8,0,0,5,4,0,0,26,5,1,16
농산물,3,2,8,1,8,5,0,0,0,2,3,0,7,3,4,0,0,7,14,5,14
농산물,3,4,7,1,3,0,0,0,8,9,0,0,5,2,2,0,0,9,12,0,14
농산물,3,4,1,8,3,0,0,0,4,0,2,0,9,2,2,0,0,9,10,1,12
농산물,3,4,1,2,8,7,0,0,0,4,1,0,0,8,1,0,0,7,7,8,18
의료용품,5,5,0,1,1,0,0,0,3,7,3,0,1,6,4,0,0,16,7,0,10
과자,3,5,0,1,1,0,0,0,3,0,9,0,5,8,3,0,0,18,7,1,13
헤어케어,3,5,0,1,3,0,0,0,8,2,3,0,9,8,1,0,0,14,9,6,13
농산물,4,1,1,4,4,0,0,0,0,1,2,0,3,3,4,0,0,9,7,0,14
농산물,5,4,8,8,2,0,0,0,5,3,9,0,1,7,2,0,0,9,9,7,10
농산물,3,1,1,5,0,0,0,0,0,3,3,0,0,4,3,0,0,7,7,8,18
농산물,3,4,1,3,9,0,0,0,0,2,7,0,2,1,2,0,0,9,14,6,8
농산물,6,4,5,1,1,1,0,0,0,0,1,0,3,6,4,0,0,9,13,6,14
농산물,3,1,1,4,1,0,0,0,0,0,7,0,0,5,4,0,0,9,3,8,22
농산물,3,4,1,1,9,7,0,0,0,0,3,0,1,5,3,0,0,9,7,0,14
농산물,3,3,1,1,4,0,0,0,0,3,5,0,1,8,3,0,0,9,7,0,14
농산물,3,1,1,5,0,0,0,0,0,3,7,0,6,2,3,0,0,7,7,8,18
가공식품,10,5,0,1,1,0,0,0,2,6,4,0,7,9,3,0,0,20,2,8,17
농산물,6,3,0,2,0,0,0,0,0,7,2,0,1,7,4,0,0,7,7,8,18
농산물,3,4,3,1,3,0,0,0,7,0,7,0,3,5,2,0,0,7,7,8,18
음료,3,2,9,1,4,0,0,0,0,1,7,0,3,4,1,0,0,7,10,3,11
농산물,3,3,1,7,1,0,0,0,4,5,8,0,0,1,3,0,0,9,8,8,12
음반,3,5,0,1,1,0,0,0,1,7,2,0,1,4,2,0,0,17,15,9,11
농산물,4,4,7,2,3,0,0,0,7,3,2,0,2,0,1,0,0,7,6,4,17
농산물,4,4,1,2,7,1,0,0,0,3,6,0,3,0,1,0,0,9,10,5,13
농산물,4,4,1,4,6,5,0,0,0,2,4,0,9,5,4,0,0,9,10,1,12
농산물,3,4,1,2,8,7,0,0,0,1,0,0,9,0,2,0,0,9,13,5,19
스킨케어,3,5,0,1,1,0,0,0,1,7,2,0,3,5,3,0,0,10,3,1,4
기타디지털/가전,3,5,0,1,1,0,0,0,3,1,4,1,0,0,1,0,0,10,0,9,11
농산물,3,4,7,1,1,3,0,0,7,7,2,0,3,9,4,0,0,7,7,8,18
농산물,4,2,6,3,5,0,0,0,0,4,6,0,3,2,4,0,0,9,10,1,12
농산물,4,4,5,1,1,1,0,0,0,3,2,0,3,1,3,0,0,7,4,3,10
농산물,3,3,0,1,7,0,0,0,0,9,4,0,1,0,3,0,0,7,7,8,13
농산물,3,4,3,7,7,0,0,0,0,1,3,0,8,4,1,0,0,9,10,1,12
문화컨텐츠,3,5,0,1,1,0,0,0,5,2,7,0,8,4,2,0,0,17,15,9,11
농산물,3,3,0,2,0,0,0,0,1,1,0,0,3,4,1,0,0,9,9,8,8
농산물,4,4,1,2,2,0,0,0,4,6,9,0,7,9,1,0,0,9,10,5,7
가공식품,4,5,0,1,3,0,0,0,8,6,3,0,5,6,3,0,0,17,3,6,12
음반,3,1,1,7,1,0,0,0,0,3,1,0,8,8,4,0,0,7,14,5,11
기타식품,3,5,0,1,1,0,0,0,3,7,3,0,1,7,3,0,0,10,1,1,8
가공식품,4,5,0,1,1,0,0,0,3,7,3,0,6,6,4,0,0,10,3,1,4
농산물,3,2,7,1,7,0,0,0,0,1,0,0,0,3,4,0,0,9,9,6,4
농산물,3,4,1,2,8,5,0,0,0,5,6,0,7,0,4,0,0,9,10,5,7
농산물,3,4,1,4,6,5,0,0,0,1,9,0,4,4,3,0,0,7,6,4,14
농산물,7,5,0,1,1,0,0,0,2,1,4,0,5,9,2,0,0,17,6,7,13
농산물,4,2,9,2,0,0,0,0,0,7,5,0,4,3,1,0,0,7,6,0,7
농산물,4,4,1,2,9,0,0,0,0,1,6,0,7,7,2,0,0,9,10,1,12
수산,5,3,0,1,1,0,0,0,0,6,1,0,0,5,3,0,0,7,4,6,9
농산물,3,1,1,4,1,0,0,0,0,0,2,0,2,4,2,0,0,7,7,8,18
농산물,3,4,8,1,2,1,0,0,1,8,9,0,8,8,1,0,0,9,10,2,18
농산물,3,4,4,1,5,0,0,0,4,5,8,0,7,7,2,0,0,7,7,8,18
농산물,3,4,1,5,9,0,0,0,2,5,2,0,8,9,2,0,0,9,13,8,11
냉동/간편조리식품,12,5,0,1,1,0,0,0,3,7,4,0,2,5,3,0,0,17,9,9,6
농산물,3,4,8,3,1,0,0,0,2,5,6,0,4,0,2,0,0,7,14,5,14
농산물,3,1,1,3,2,0,0,0,0,1,7,0,5,6,1,0,0,7,7,8,18
농산물,3,1,1,2,9,0,0,0,0,0,7,0,8,0,4,0,0,9,14,1,7
농산물,3,1,1,5,9,0,0,0,0,0,4,0,4,4,4,0,0,9,15,0,13
문화컨텐츠,4,5,0,1,1,0,0,0,1,7,2,0,5,1,4,0,0,17,15,0,9
농산물,5,1,1,6,8,0,0,0,0,0,5,0,4,2,1,0,0,7,7,8,18
농산물,4,4,1,1,1,3,0,0,0,1,6,0,1,3,2,0,0,7,7,8,18
농산물,4,2,7,2,0,0,0,0,0,1,2,0,3,5,2,0,0,9,8,4,12
가공식품,3,5,0,1,1,0,0,0,2,6,5,0,9,2,1,0,0,9,2,9,11
농산물,3,1,1,5,9,0,0,0,0,0,6,0,2,5,1,0,0,7,7,8,18
농산물,3,1,1,6,2,0,0,0,0,0,4,0,2,3,2,0,0,7,7,8,18
농산물,4,1,1,5,6,0,0,0,0,1,2,0,8,9,4,0,0,7,7,8,18
과자,5,4,1,4,3,0,0,0,0,3,7,0,4,8,4,0,0,9,9,8,5
농산물,6,5,0,1,1,0,0,0,2,1,9,0,0,5,4,0,0,21,11,1,13
주방용품,13,5,0,1,1,0,0,0,3,1,8,0,7,7,2,0,0,20,2,2,10
